year,dayAndNight,week,death,casualty,injuredPerson,location,accKind,violationLaw,roadKind,perpetrator,victim,Count
2018,Night,Sun,1,1,0,Chungbuk,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Chungbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Fri,1,2,1,Chungbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a car,1
2018,Night,Tue,1,1,0,Chungbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Sat,1,1,0,Chungbuk,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Tue,1,3,2,Chungbuk,Car and Car,Violation of drivers laws,crossroad,a freight car,a freight car,1
2018,Day,Fri,1,1,0,Chungbuk,Car and Car,Violation of drivers laws,crossroad,a car,a freight car,1
2018,Day,Wed,1,1,0,Chungbuk,Car and Car,Violation of drivers laws,singleroad,자전거,a car,1
2018,Day,Sun,1,1,0,Chungbuk,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Thu,1,2,1,Chungbuk,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Sun,1,1,0,Chungbuk,Car and People,Violation of drivers laws,crossroad,construction machinery,Pedestrian,1
2018,Day,Tue,1,1,0,Chungbuk,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Mon,1,1,0,Chungbuk,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Fri,1,3,2,Chungbuk,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Night,Fri,1,1,0,Chungbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Day,Mon,1,19,18,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a van,a car,1
2018,Night,Sun,1,4,3,Chungbuk,Car and Car,Violation of drivers laws,singleroad,불명,a car,1
2018,Night,Sat,1,3,2,Chungbuk,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Tue,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,singleroad,construction machinery,Pedestrian,1
2018,Day,Thu,1,1,0,Chungcheongnam,Car and Car,Violation of drivers laws,crossroad,자전거,a freight car,1
2018,Night,Mon,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Sat,1,1,0,Chungcheongnam,Car and Car,Violation of drivers laws,crossroad,a freight car,a two-wheeled car,1
2018,Night,Mon,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Tue,1,1,0,Chungcheongnam,Car and Car,Violation of drivers laws,singleroad,a car,자전거,1
2018,Night,Sat,1,1,0,Chungcheongnam,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Day,Tue,1,1,0,Chungcheongnam,Only Car,Violation of drivers laws,singleroad,원동기장치자전거,none,1
2018,Day,Tue,1,1,0,Chungcheongnam,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Thu,1,2,1,Chungcheongnam,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Mon,1,2,1,Chungcheongnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Sun,1,2,1,Chungcheongnam,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Sat,1,1,0,Chungcheongnam,Car and Car,Violation of drivers laws,crossroad,a car,a two-wheeled car,1
2018,Day,Fri,1,1,0,Chungcheongnam,Car and Car,Violation of drivers laws,crossroad,a freight car,a two-wheeled car,1
2018,Night,Mon,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,Other,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Chungcheongnam,Car and Car,Violation of drivers laws,singleroad,a freight car,a two-wheeled car,1
2018,Day,Thu,1,1,0,Chungcheongnam,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Sun,1,1,0,Chungcheongnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Fri,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Night,Fri,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Fri,1,2,1,Chungcheongnam,Car and Car,Violation of drivers laws,crossroad,a van,a two-wheeled car,1
2018,Day,Wed,1,1,0,Chungcheongnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Mon,1,1,0,Chungcheongnam,Car and Car,Violation of drivers laws,crossroad,a car,a two-wheeled car,1
2018,Day,Sat,1,1,0,Chungcheongnam,Car and Car,Violation of drivers laws,crossroad,a freight car,a two-wheeled car,1
2018,Day,Thu,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,세종,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Thu,1,2,1,Chungcheongnam,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Day,Sat,3,5,2,Chungcheongnam,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Night,Sun,1,2,1,Chungcheongnam,Car and Car,Violation of drivers laws,Other,a two-wheeled car,a car,1
2018,Day,Fri,1,3,2,Chungcheongnam,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a van,1
2018,Night,Sun,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Sat,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sun,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Sat,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Sun,1,3,2,Chungcheongnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Sat,1,2,1,Chungcheongnam,Only Car,Violation of drivers laws,crossroad,사륜오토바이(ATV),none,1
2018,Night,Wed,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Chungcheongnam,Car and Car,Violation of drivers laws,crossroad,a van,a two-wheeled car,1
2018,Day,Tue,1,1,0,Chungcheongnam,Car and Car,Violation of drivers laws,singleroad,a freight car,special car,1
2018,Night,Wed,1,2,1,Chungcheongnam,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Day,Fri,1,1,0,Chungcheongnam,Car and People,Violation of drivers laws,Other,a car,Pedestrian,1
2018,Day,Thu,1,1,0,Chungbuk,Car and Car,Violation of drivers laws,Other,a freight car,construction machinery,1
2018,Night,Mon,1,1,0,Chungcheongnam,Only Car,Violation of drivers laws,Other,special car,none,1
2018,Day,Wed,1,1,0,Chungbuk,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Tue,1,1,0,Jeonbuk,Car and Car,Violation of drivers laws,crossroad,a freight car,a two-wheeled car,1
2018,Night,Sat,1,1,0,Jeonbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Jeonbuk,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,special car,1
2018,Day,Wed,1,1,0,Jeonbuk,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Day,Fri,1,1,0,Jeonbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Mon,1,1,0,Jeonbuk,Car and Car,Violation of drivers laws,crossroad,원동기장치자전거,a car,1
2018,Day,Thu,1,1,0,Jeonbuk,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Mon,1,1,0,Jeonbuk,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Fri,1,1,0,Jeonbuk,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Day,Thu,1,1,0,Jeonbuk,Car and Car,Violation of drivers laws,singleroad,a car,농기계,1
2018,Night,Mon,1,1,0,Jeonbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Tue,1,2,1,Jeonbuk,Car and Car,Violation of drivers laws,singleroad,원동기장치자전거,a car,1
2018,Night,Sat,1,1,0,Jeonbuk,Only Car,Violation of drivers laws,Other,a car,none,1
2018,Night,Fri,1,1,0,Jeonbuk,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Sat,1,1,0,Jeonbuk,Car and Car,Violation of drivers laws,crossroad,a car,a two-wheeled car,1
2018,Day,Wed,1,1,0,Jeonbuk,Car and Car,Violation of drivers laws,singleroad,자전거,a car,1
2018,Day,Wed,1,1,0,Jeonbuk,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Night,Thu,1,1,0,Jeonbuk,Car and People,Violation of drivers laws,singleroad,a two-wheeled car,Pedestrian,1
2018,Day,Tue,1,1,0,Jeonbuk,Car and Car,Violation of drivers laws,crossroad,a car,a freight car,1
2018,Day,Thu,1,1,0,Jeonbuk,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Wed,1,7,6,Jeonbuk,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Day,Sat,2,5,3,Jeonbuk,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Sat,1,1,0,Jeonbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Thu,1,3,2,Jeonbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a car,1
2018,Day,Mon,1,1,0,Jeonbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a two-wheeled car,1
2018,Day,Mon,1,1,0,Jeonbuk,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,농기계,1
2018,Day,Fri,1,1,0,Jeonbuk,Car and Car,Violation of drivers laws,singleroad,사륜오토바이(ATV),a freight car,1
2018,Day,Sun,1,1,0,Jeonbuk,Only Car,Violation of drivers laws,crossroad,agricultural machinery,none,1
2018,Day,Thu,1,1,0,Jeonbuk,Only Car,Violation of drivers laws,singleroad,원동기장치자전거,none,1
2018,Night,Wed,1,1,0,Jeonbuk,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Tue,1,2,1,Jeonbuk,Only Car,Violation of drivers laws,crossroad,a freight car,none,1
2018,Day,Tue,1,2,1,Jeonbuk,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a car,1
2018,Night,Fri,1,1,0,Jeonbuk,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Fri,1,1,0,Jeonbuk,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Day,Sun,1,1,0,Chungcheongnam,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Wed,1,2,1,Jeonnam,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Night,Fri,1,5,4,Jeonnam,Car and Car,Violation of drivers laws,crossroad,원동기장치자전거,a car,1
2018,Day,Tue,1,1,0,Jeonnam,Car and Car,Violation of drivers laws,singleroad,사륜오토바이(ATV),a freight car,1
2018,Day,Mon,1,1,0,Jeonnam,Only Car,Violation of drivers laws,crossroad,a two-wheeled car,none,1
2018,Night,Sun,1,1,0,Jeonnam,Only Car,Violation of drivers laws,crossroad,a van,none,1
2018,Day,Fri,1,1,0,Jeonnam,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Sat,1,1,0,Jeonnam,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Mon,1,1,0,Jeonnam,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Night,Fri,2,2,0,Jeonnam,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a car,1
2018,Day,Fri,1,2,1,Jeonnam,Only Car,Violation of drivers laws,singleroad,construction machinery,none,1
2018,Day,Sat,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Tue,1,1,0,Jeonnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Jeonnam,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Mon,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,원동기장치자전거,none,1
2018,Day,Tue,1,3,2,Jeonnam,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Day,Tue,1,1,0,Jeonnam,Car and Car,Violation of drivers laws,singleroad,자전거,a car,1
2018,Day,Mon,1,4,3,Jeonnam,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Tue,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,agricultural machinery,none,1
2018,Day,Thu,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Mon,1,2,1,Jeonnam,Car and Car,Violation of drivers laws,singleroad,agricultural machinery,a car,1
2018,Day,Wed,1,3,2,Jeonnam,Car and Car,Violation of drivers laws,singleroad,사륜오토바이(ATV),a car,1
2018,Day,Sat,1,6,5,Jeonnam,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Day,Thu,1,1,0,Jeonnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Sun,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Thu,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Fri,1,1,0,Jeonnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Wed,1,1,0,Jeonnam,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Sat,1,1,0,Jeonnam,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a car,1
2018,Night,Mon,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Mon,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Tue,1,2,1,Jeonnam,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Sun,1,1,0,Jeonnam,Only Car,Violation of drivers laws,Other,a car,none,1
2018,Day,Tue,8,19,11,Jeonnam,Car and Car,Violation of drivers laws,singleroad,a van,a car,1
2018,Day,Wed,1,1,0,Jeonnam,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Day,Wed,1,1,0,Jeonnam,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Tue,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Fri,2,4,2,Jeonnam,Car and Car,Violation of drivers laws,singleroad,a car,a van,1
2018,Day,Thu,2,3,1,Jeonnam,Car and Car,Violation of drivers laws,crossroad,a freight car,a freight car,1
2018,Day,Sun,1,1,0,Jeonnam,Only Car,Violation of drivers laws,crossroad,a two-wheeled car,none,1
2018,Night,Tue,1,2,1,Jeonnam,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Day,Fri,1,1,0,Jeonnam,Only Car,Violation of drivers laws,crossroad,agricultural machinery,none,1
2018,Day,Fri,1,2,1,Jeonnam,Car and Car,Violation of drivers laws,crossroad,a freight car,a car,1
2018,Night,Wed,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Mon,1,1,0,Jeonnam,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Day,Mon,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Thu,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Mon,1,1,0,Jeonnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Tue,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Sat,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Wed,2,2,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Thu,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Day,Sun,1,4,3,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,a car,1
2018,Day,Fri,2,3,1,Gyeongbuk,Car and Car,Violation of drivers laws,crossroad,a car,a freight car,1
2018,Day,Thu,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Day,Fri,2,2,0,Gyeongbuk,Only Car,Violation of drivers laws,crossroad,a freight car,none,1
2018,Night,Wed,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Sun,2,3,1,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Thu,1,2,1,Gyeongbuk,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Night,Fri,1,2,1,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,agricultural machinery,none,1
2018,Night,Fri,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a car,농기계,1
2018,Day,Sat,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Sat,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,agricultural machinery,none,1
2018,Day,Tue,1,2,1,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Day,Sun,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a two-wheeled car,1
2018,Day,Tue,1,2,1,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,construction machinery,1
2018,Day,Mon,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Mon,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Sat,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,사륜오토바이(ATV),none,1
2018,Night,Fri,1,2,1,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Night,Thu,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Thu,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Fri,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Tue,1,2,1,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a car,construction machinery,1
2018,Day,Sat,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Fri,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Night,Mon,1,2,1,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,원동기장치자전거,1
2018,Night,Mon,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Wed,1,2,1,Gyeongbuk,Car and Car,Violation of drivers laws,crossroad,a freight car,a two-wheeled car,1
2018,Day,Sun,1,3,2,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Night,Wed,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Wed,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a car,자전거,1
2018,Night,Sun,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Day,Sat,1,3,2,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a two-wheeled car,Pedestrian,1
2018,Day,Wed,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,crossroad,사륜오토바이(ATV),none,1
2018,Day,Sat,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a van,construction machinery,1
2018,Day,Wed,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a two-wheeled car,1
2018,Day,Wed,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Day,Sat,1,2,1,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Thu,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Sat,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a car,자전거,1
2018,Night,Fri,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Night,Sat,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Fri,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Thu,1,3,2,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
